ticker,quarter,avg_search_interest,search_interest_volatility,n_obs,revenue_millions,avg_search_interest_prior_q,revenue_qoq_growth
CMG,2019Q3,72.11538461538461,0.09930726528736747,4,1286.2,,
CMG,2019Q4,73.46153846153845,0.39722906114947726,4,1324.1,72.11538461538461,0.02946664593375825
CMG,2020Q1,76.87142857142857,0.1106566670344954,4,1320.5,73.46153846153845,-0.0027188278830903023
CMG,2020Q4,74.1923076923077,0.16551210881227577,4,1259.1,76.87142857142857,-0.04649753881105645
CMG,2021Q3,78.76923076923077,0.19861453057473677,4,1353.6,74.1923076923077,0.07505360972122954
CMG,2022Q2,73.08571428571429,0.07377111135632966,4,1326.0,78.76923076923077,-0.020390070921985748
CMG,2023Q1,74.92307692307692,0.06620484352492388,4,1290.5,73.08571428571429,-0.02677224736048267
CMG,2023Q4,73.25,0.2151657414559627,4,1356.3,74.92307692307692,0.05098798915149172
CMG,2024Q3,81.6923076923077,0.595843591724227,4,1348.3,73.25,-0.00589840005898401
CMG,2024Q4,86.9423076923077,0.04965363264367594,4,1387.1,81.6923076923077,0.02877697841726623
CMG,2025Q2,86.0,0.0,4,1419.1,86.9423076923077,0.023069713791363355
LULU,2019Q3,29.53846153846154,2.184759836322133,4,1133.9,,
LULU,2019Q4,46.46153846153846,2.184759836322134,4,1156.5,29.53846153846154,0.01993121086515548
LULU,2020Q1,27.557142857142857,0.4795122238161574,4,1095.3,46.46153846153846,-0.052918287937743225
LULU,2020Q4,39.57692307692308,0.3641266393870199,4,1206.4,27.557142857142857,0.10143339724276457
LULU,2021Q3,29.307692307692307,0.2648193740996531,4,1229.1,39.57692307692308,0.018816312997347318
LULU,2022Q2,37.68571428571428,0.5901688908506552,4,1211.1,29.307692307692307,-0.014644862094215227
LULU,2023Q1,52.769230769230774,0.19861453057473863,4,1229.7,37.68571428571428,0.015357939063661341
LULU,2023Q4,47.09375,0.08068715304598785,4,1295.0,52.769230769230774,0.053102382694966144
LULU,2024Q3,55.769230769230774,4.965363264368484,4,1224.6,47.09375,-0.05436293436293438
LULU,2024Q4,98.15384615384616,1.58891624459792,4,1371.6,55.769230769230774,0.12003919647231753
LULU,2025Q2,68.0,0.0,4,1332.7,98.15384615384616,-0.028361038203557842
TGT,2019Q3,67.26923076923077,3.6743688156326804,4,1260.2,,
TGT,2019Q4,96.65384615384616,2.8799106933337257,4,1335.8,67.26923076923077,0.05999047770195198
TGT,2020Q1,71.85714285714286,0.7377111135633149,4,1247.4,96.65384615384616,-0.06617757149273829
TGT,2020Q4,89.8076923076923,1.0261750746361542,4,1344.9,71.85714285714286,0.0781625781625781
TGT,2021Q3,59.88461538461539,0.09930726528736838,4,1263.1,89.8076923076923,-0.06082236597516555
TGT,2022Q2,56.87142857142857,0.11065666703449631,4,1264.6,59.88461538461539,0.0011875544295780749
TGT,2023Q1,53.92307692307692,0.06620484352491286,4,1267.7,56.87142857142857,0.002451368021508804
TGT,2023Q4,52.0,0.0,4,1328.8,53.92307692307692,0.04819752307328229
TGT,2024Q3,54.769230769230774,2.3833743668968728,4,1232.3,52.0,-0.07262191450933175
TGT,2024Q4,74.73076923076923,1.092379918161069,4,1285.0,54.769230769230774,0.04276556033433421
TGT,2025Q2,54.0,0.0,4,1284.7,74.73076923076923,-0.0002334630350193656
