ticker,quarter,avg_search_interest,search_interest_volatility,n_obs,revenue_millions,avg_search_interest_prior_q,revenue_qoq_growth
CMG,2019Q1,54.59389644912345,6.424464203224164,13,1283.4,,
CMG,2019Q2,53.89300914103099,6.383582687856092,13,1229.8,54.59389644912345,-0.041764064204456997
CMG,2019Q3,44.17758497758421,8.276842863524545,13,1217.5,53.89300914103099,-0.010001626280696008
CMG,2019Q4,45.61549407100673,5.655723131946701,13,1256.5,44.17758497758421,0.03203285420944568
CMG,2020Q1,55.060504151920284,5.69828046703565,13,1270.6,45.61549407100673,0.011221647433346416
CMG,2020Q2,59.015945296103546,6.574868439742602,13,1273.7,55.060504151920284,0.0024397922241461423
CMG,2020Q3,46.175206491451384,9.307104568950917,13,1206.3,59.015945296103546,-0.052916699379759846
CMG,2020Q4,44.232899827797006,7.884806248651074,13,1178.8,46.175206491451384,-0.022796982508497043
CMG,2021Q1,56.936796693605125,6.416430821181004,13,1268.8,44.232899827797006,0.0763488293179504
CMG,2021Q2,53.26727252981551,5.067751079452831,13,1227.7,56.936796693605125,-0.032392812105926816
CMG,2021Q3,48.36443027404458,7.131487498843233,13,1272.0,53.26727252981551,0.036083733811191676
CMG,2021Q4,47.7096189635629,6.73222565681473,13,1248.7,48.36443027404458,-0.01831761006289301
CMG,2022Q1,59.08200383279838,7.7048705457198645,13,1241.9,47.7096189635629,-0.0054456634900296175
CMG,2022Q2,58.301371666451956,7.679959435763667,13,1283.5,59.08200383279838,0.03349706095498828
CMG,2022Q3,51.4405362245914,5.307262428442234,13,1287.0,58.301371666451956,0.002726918582002247
CMG,2022Q4,47.45435350308877,7.548242526705612,13,1259.2,51.4405362245914,-0.021600621600621595
CMG,2023Q1,58.06866867825616,5.353881236582766,13,1250.9,47.45435350308877,-0.006591486658195644
CMG,2023Q2,61.81720793825943,8.137243045977586,13,1304.1,58.06866867825616,0.04252937884722985
CMG,2023Q3,50.125488663733535,7.674796604391643,13,1281.6,61.81720793825943,-0.017253278122843385
CMG,2023Q4,53.292112599302506,6.362240180555884,14,1311.2,50.125488663733535,0.02309612983770304
CMG,2024Q1,58.84153495017138,4.929423811966837,13,1324.4,53.292112599302506,0.010067114093959662
CMG,2024Q2,60.98618013098588,5.963784941378146,13,1267.1,58.84153495017138,-0.04326487466022366
CMG,2024Q3,51.83579542225257,5.3286721001030255,13,1264.9,60.98618013098588,-0.0017362481256411044
CMG,2024Q4,51.03118079623073,5.948102477614611,13,1308.8,51.83579542225257,0.03470630089335125
CMG,2025Q1,62.47410575044174,6.124981314721803,13,1248.3,51.03118079623073,-0.04622555012224938
CMG,2025Q2,63.15054616260127,4.566503255620157,13,1352.0,62.47410575044174,0.08307297925178236
CMG,2025Q3,51.93815735522125,6.224877289675049,13,1262.3,63.15054616260127,-0.06634615384615383
CMG,2025Q4,53.095468252326796,5.183761695917601,13,1284.9,51.93815735522125,0.017903826348728558
LULU,2019Q1,54.14560986176882,6.463446322951514,13,1231.8,,
LULU,2019Q2,55.95704142120964,5.350739069587597,13,1258.0,54.14560986176882,0.02126968663744111
LULU,2019Q3,46.837958483063375,6.713402370595538,13,1187.7,55.95704142120964,-0.05588235294117638
LULU,2019Q4,47.7595153850965,3.6219330181622693,13,1180.0,46.837958483063375,-0.006483118632651386
LULU,2020Q1,54.88673458025899,7.066493200234613,13,1156.1,47.7595153850965,-0.02025423728813569
LULU,2020Q2,56.0676256118261,4.688389702419842,13,1282.0,54.88673458025899,0.10890061413372565
LULU,2020Q3,46.80548082666144,4.1197350205073935,13,1223.7,56.0676256118261,-0.04547581903276132
LULU,2020Q4,44.118186145544875,6.918861991166673,13,1227.5,46.80548082666144,0.0031053362752309077
LULU,2021Q1,54.71390260065179,5.636559751521808,13,1217.4,44.118186145544875,-0.00822810590631362
LULU,2021Q2,58.78649830250539,6.880822607503427,13,1311.0,54.71390260065179,0.07688516510596344
LULU,2021Q3,48.40968633954434,8.383838660053469,13,1275.9,58.78649830250539,-0.02677345537757425
LULU,2021Q4,46.60174229016546,6.297002852312274,13,1232.6,48.40968633954434,-0.03393682890508676
LULU,2022Q1,58.08412777430396,6.829051705173453,13,1247.0,46.60174229016546,0.011682622099626894
LULU,2022Q2,59.0773316226756,4.4035680976651514,13,1260.4,58.08412777430396,0.010745789895749924
LULU,2022Q3,50.55790092370585,7.507329395214283,13,1224.4,59.0773316226756,-0.028562361155188842
LULU,2022Q4,47.60855748866561,5.058467855755922,13,1252.3,50.55790092370585,0.022786671022541505
LULU,2023Q1,58.78213896332651,6.127808811465196,13,1258.3,47.60855748866561,0.004791184221033307
LULU,2023Q2,61.0303302667764,7.300327950802153,13,1315.0,58.78213896332651,0.04506079631248516
LULU,2023Q3,45.52744111035682,6.431724057228968,13,1241.4,61.0303302667764,-0.05596958174904931
LULU,2023Q4,51.40201054371006,6.624635969145333,14,1259.3,45.52744111035682,0.014419204124375584
LULU,2024Q1,61.842421397705,5.753166331059368,13,1365.6,51.40201054371006,0.08441197490669405
LULU,2024Q2,60.53451542014299,6.96244146477556,13,1273.3,61.842421397705,-0.06758933801991795
LULU,2024Q3,49.033504969324675,6.679111845615081,13,1213.9,60.53451542014299,-0.04665043587528461
LULU,2024Q4,54.22811227556992,8.187674160045002,13,1307.2,49.033504969324675,0.07685970837795542
LULU,2025Q1,64.1818597286035,6.162385739447458,13,1237.3,54.22811227556992,-0.0534730722154223
LULU,2025Q2,59.9048696935865,5.574708514197608,13,1323.3,64.1818597286035,0.06950618281742504
LULU,2025Q3,51.54504365134402,6.6744746474043986,13,1333.9,59.9048696935865,0.008010277336960803
LULU,2025Q4,52.88178911448303,4.223501095199279,13,1304.0,51.54504365134402,-0.022415473423794907
TGT,2019Q1,56.3640111762289,3.776847862508485,13,1210.9,,
TGT,2019Q2,56.15141118618259,5.732236189289937,13,1206.5,56.3640111762289,-0.0036336609133702513
TGT,2019Q3,47.420387274884696,4.615749643712122,13,1218.0,56.15141118618259,0.009531703273932823
TGT,2019Q4,47.19775911462605,4.627648158777932,13,1248.9,47.420387274884696,0.025369458128079003
TGT,2020Q1,55.95165824549838,9.269251710381766,13,1233.9,47.19775911462605,-0.012010569300984875
TGT,2020Q2,56.56085358076885,5.295817990477486,13,1254.9,55.95165824549838,0.017019207391198554
TGT,2020Q3,46.4295565851982,6.864370096546417,13,1243.3,56.56085358076885,-0.009243764443382041
TGT,2020Q4,48.681054168273164,6.343020871936009,13,1258.3,46.4295565851982,0.012064666613045949
TGT,2021Q1,53.82229987126915,9.195969608129984,13,1210.9,48.681054168273164,-0.0376698720495906
TGT,2021Q2,59.45631725088639,6.766282786709938,13,1282.4,53.82229987126915,0.059046989842266084
TGT,2021Q3,51.393759509745784,7.703621784480871,13,1245.8,59.45631725088639,-0.028540237055521
TGT,2021Q4,47.40730749533612,7.581184029386445,13,1215.5,51.393759509745784,-0.024321720982501183
TGT,2022Q1,57.88360024296178,4.555680688688687,13,1241.6,47.40730749533612,0.02147264500205659
TGT,2022Q2,62.30706383108082,5.502456096044092,13,1273.7,57.88360024296178,0.02585373711340222
TGT,2022Q3,47.39307358042812,7.777723586295145,13,1209.4,62.30706383108082,-0.05048284525398439
TGT,2022Q4,46.6552360185358,7.631759103279089,13,1191.3,47.39307358042812,-0.014966098892012725
TGT,2023Q1,61.676340611554785,6.599862069079528,13,1292.7,46.6552360185358,0.08511709896751452
TGT,2023Q2,59.92827458340277,6.328091012866982,13,1319.8,61.676340611554785,0.02096387406204059
TGT,2023Q3,50.57299650408378,7.801465485337147,13,1258.8,59.92827458340277,-0.04621912410971363
TGT,2023Q4,49.365910981129666,7.102774764055221,14,1298.0,50.57299650408378,0.03114076898633633
TGT,2024Q1,60.36394980556174,5.58739591095569,13,1283.0,49.365910981129666,-0.011556240369799742
TGT,2024Q2,59.823205452799655,7.6636018194972,13,1260.7,60.36394980556174,-0.017381137957911075
TGT,2024Q3,50.592771413193795,8.395676346464144,13,1220.1,59.823205452799655,-0.032204330927262714
TGT,2024Q4,52.07493947449909,6.378279935662259,13,1254.4,50.592771413193795,0.028112449799196915
TGT,2025Q1,58.95719350357114,7.838609569094946,13,1365.5,52.07493947449909,0.08856823979591821
TGT,2025Q2,61.374812780149504,5.039292504258957,13,1308.0,58.95719350357114,-0.04210911753936286
TGT,2025Q3,51.69036905755834,9.936374145471575,13,1222.6,61.374812780149504,-0.06529051987767587
TGT,2025Q4,52.4313007382051,6.393566946478698,13,1300.5,51.69036905755834,0.06371666939309684
